,Restaurant,Rating,reviewsCount,street,phone,categoryName,url,Latitude,Longitude,Restroom,Wifi Availabilty,Cost of 2 person,Payment Method
60,Pakodewala,4,1838,Subhash Rd,+91 98222 40509,Candy store,"https://www.google.com/maps/place/Pakodewala/@21.1447485,79.0861686,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c0c011f8b8d1:0x475ee19353fdf7f8!8m2!3d21.1447485!4d79.0861686!16s%2Fg%2F1td1bwrp?hl=en",21.1447485,79.0861686,Yes,Yes,553,ALL
61,Haldiram's Sweets & Planet Food,4.2,1819,"Shop No. 80, Awasti Chowk, opposite Gaasul Aazam Masjid",,Family restaurant,"https://www.google.com/maps/place/Haldiram's+Sweets+%26+Planet+Food/@21.1839538,79.0692493,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c1d77edbba8b:0xe49bca8020a3a583!8m2!3d21.1839538!4d79.0692493!16s%2Fg%2F11fnrt01dd?hl=en",21.1839538,79.0692493,Yes,Yes,996,ALL
62,Jubilee Cafe,4.3,1736,"634, Katol Rd",,Cafe,"https://www.google.com/maps/place/Jubilee+Cafe/@21.1698893,79.077066,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c11d3c8290c3:0x5416af630d187773!8m2!3d21.1698893!4d79.077066!16s%2Fg%2F11ckwbt_wf?hl=en",21.1698893,79.077066,Yes,Yes,724,ALL
63,SAN SEBASTIN CAFE,4,1702,"Shop 6, Ganesh Chambers, Laxmi Nagar Square",+91 93225 41676,Cafe,"https://www.google.com/maps/place/SAN+SEBASTIN+CAFE/@21.1259939,79.0637081,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c1cb8a8e46af:0x334d066b70a20521!8m2!3d21.1259939!4d79.0637081!16s%2Fg%2F11hhff0vwg?hl=en",21.1259939,79.0637081,Yes,Yes,812,ALL
64,Cluckers,4.3,1690,"2, S Ambazari Rd",+91 712 660 5566,Chicken restaurant,"https://www.google.com/maps/place/Cluckers/@21.1222221,79.0566365,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c078fd381ad1:0x57fec5b3f5d25e49!8m2!3d21.1222221!4d79.0566365!16s%2Fg%2F11b8t7kh0j?hl=en",21.1222221,79.0566365,Yes,Yes,858,ALL
65,The Indian Grill,3.8,1689,,+91 74476 40444,Family restaurant,"https://www.google.com/maps/place/The+Indian+Grill/@21.1887662,79.0967143,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c13573bbdc1d:0x4e6b6d964c26c117!8m2!3d21.1887662!4d79.0967143!16s%2Fg%2F11ghq68xyc?hl=en",21.1887662,79.0967143,Yes,Yes,588,CASH AND UPI
66,Yello Cafe & Restro,4.1,1617,"Ramgiri Road, Officers' Club",+91 88888 86977,Cafe,"https://www.google.com/maps/place/Yello+Cafe+%26+Restro/@21.1579349,79.0631928,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c0564afa6fdf:0xf393f13dd9d9c306!8m2!3d21.1579349!4d79.0631928!16s%2Fg%2F11gcz_grmr?hl=en",21.1579349,79.0631928,Yes,Yes,581,ALL
67,Yello,4.2,1614,"Sunraj Vishwajeet Apartment, Plot No. 6 Padole Square, beside Axis Bank",+91 98500 00524,Cafe,"https://www.google.com/maps/place/Yello/@21.1132107,79.0469832,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4bf8bf9bfa73b:0x64076365942e8a4c!8m2!3d21.1132107!4d79.0469832!16s%2Fg%2F11b_07hn9l?hl=en",21.1132107,79.0469832,Yes,Yes,848,ALL
68,Mustard Restro Lounge,4,1599,"Plot no. 16, Vijay arcade, Ambazari Rd",+91 90283 79795,Indian restaurant,"https://www.google.com/maps/place/Mustard+Restro+Lounge/@21.1356017,79.0592052,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c0eed8955555:0xd91fb344f8d0ff80!8m2!3d21.1356017!4d79.0592052!16s%2Fg%2F1td4y9h8?hl=en",21.1356017,79.0592052,Yes,Yes,627,ALL
69,Jaiswal Restaurant,3.8,1595,"Jaiswal Restaurant, Dr Ambedkar Rd",+91 78430 43980,South Indian restaurant,"https://www.google.com/maps/place/Jaiswal+Restaurant/@21.1700175,79.1005936,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c1282fb85085:0xc00573decaee9cf6!8m2!3d21.1700175!4d79.1005936!16s%2Fg%2F1tflwbp8?hl=en",21.1700175,79.1005936,Yes,Yes,824,CASH AND UPI
70,"SardaarJi Nagpur "" Authentic Punjabi Food""",4.2,1584,"Pushpkunj Complex, 20, Central Bazar Road",+91 72762 22210,Punjabi restaurant,"https://www.google.com/maps/place/SardaarJi+Nagpur+%22+Authentic+Punjabi+Food%22/@21.1349809,79.0758774,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c1255106154b:0x4229e48e5efd4e1c!8m2!3d21.1349809!4d79.0758774!16s%2Fg%2F11fcqgk5yt?hl=en",21.1349809,79.0758774,Yes,Yes,702,ALL
71,Euphoria Restaurant,3.8,1577,"Shop No.4, Keshav Enclave, Plot No.1, Gurudev Nagar, Nandanvan, beside Bank Of Baroda",+91 93725 92517,Family restaurant,"https://www.google.com/maps/place/Euphoria+Restaurant/@21.130387,79.120274,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c750a4da643d:0x1317df1783450787!8m2!3d21.130387!4d79.120274!16s%2Fg%2F1260523by?hl=en",21.130387,79.120274,Yes,Yes,948,CASH AND UPI
72,Happy Foods,3.8,1502,"Manewada Besa Road, Opposite Indian Bank, Near Tata Square, Vaidehi Tower",+91 84088 00462,Fast food restaurant,"https://www.google.com/maps/place/Happy+Foods/@21.101415,79.101619,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4bf49aeb29a47:0xfa4aebeabfc8360b!8m2!3d21.101415!4d79.101619!16s%2Fg%2F11dymbqftb?hl=en",21.101415,79.101619,No,Yes,954,CASH AND UPI
73,Bombaywala Sweets - Katol Road Outlet,4,1471,22,+91 91460 96007,Restaurant,"https://www.google.com/maps/place/Bombaywala+Sweets+-+Katol+Road+Outlet/@21.1825717,79.0336516,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c1c47f12a507:0xeef095aa6fdaec0a!8m2!3d21.1825717!4d79.0336516!16s%2Fg%2F11cs3vx9jb?hl=en",21.1825717,79.0336516,Yes,Yes,504,ALL
74,Rudra Royal Kitchen & Resto,4.2,1462,2kms From Nagpur Airport Towards Wardha Road Near Khapri,+91 91191 11650,Fine dining restaurant,"https://www.google.com/maps/place/Rudra+Royal+Kitchen+%26+Resto/@21.0579458,79.0547897,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4bffde8695a35:0xd09cce4f73c6ad0d!8m2!3d21.0579458!4d79.0547897!16s%2Fg%2F11j8wrr8zh?hl=en",21.0579458,79.0547897,Yes,Yes,862,ALL
75,"Hotel Al-Zam Zam, Wardha Rd.",3.8,1450,"Laxmi Sada Apartment, Plot No:1-A Hotel Al Zam Zam, Wardha Rd",+91 93261 23334,Biryani restaurant,"https://www.google.com/maps/place/Hotel+Al-Zam+Zam,+Wardha+Rd./@21.1123945,79.0701557,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4bf7c4f17a663:0xec7b1889cd2227f1!8m2!3d21.1123945!4d79.0701557!16s%2Fg%2F1q67vggvl?hl=en",21.1123945,79.0701557,No,Yes,884,CASH AND UPI
76,Sagar Family Restaurant,3.9,1439,Dahegaon Rd,+91 98223 62079,Family restaurant,"https://www.google.com/maps/place/Sagar+Family+Restaurant/@21.208216,79.0778471,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c1649041b515:0xab74473a6122bbd2!8m2!3d21.208216!4d79.0778471!16s%2Fg%2F11gbxbkn1n?hl=en",21.208216,79.0778471,No,Yes,740,CASH AND UPI
77,Lush House,4,1433,"75, Abhyankar Nagar Rd, Opposite Kalyan Jewellers",+91 88881 72999,Restaurant,"https://www.google.com/maps/place/Lush+House/@21.1256567,79.0584942,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c12d11ea778b:0x7af35e29c9c2de34!8m2!3d21.1256567!4d79.0584942!16s%2Fg%2F11f8fkrv4v?hl=en",21.1256567,79.0584942,Yes,Yes,648,ALL
78,Khichadiwala,4.1,1430,"Apartment G, Guru Sai, 14 Near, IT Park Rd",+91 84460 12601,Restaurant,"https://www.google.com/maps/place/Khichadiwala/@21.1178619,79.0468829,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4bf8a1a0a5cb9:0x633c65fc71c56a6c!8m2!3d21.1178619!4d79.0468829!16s%2Fg%2F1q5bl7r3l?hl=en",21.1178619,79.0468829,Yes,Yes,900,ALL
79,HIDEOUT the Street Cafe,4.1,1394,"54, Central Bazar Road",+91 712 661 1185,Cafe,"https://www.google.com/maps/place/HIDEOUT+the+Street+Cafe/@21.1294197,79.0604787,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c07c92f162d9:0xf9f40574eaed2a25!8m2!3d21.1294197!4d79.0604787!16s%2Fg%2F11bwm4p635?hl=en",21.1294197,79.0604787,Yes,Yes,784,ALL
80,Fuel Station Cafe & Restro Hingna Tpoint,4.2,1360,"Plot No.4-A, Shop No.3, Ambika Palace, T-Point, Hingna Road,",+91 97667 36612,Cafe,"https://www.google.com/maps/place/Fuel+Station+Cafe+%26+Restro+Hingna+Tpoint/@21.1209606,79.0311172,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c00881588389:0xb4167a0a44674267!8m2!3d21.1209606!4d79.0311172!16s%2Fg%2F11c0qm5kt5?hl=en",21.1209606,79.0311172,Yes,Yes,722,ALL
81,The Nirvana Multi Cuisine Restaurant,3.6,1349,"Plot No.12-13, Beside Seva Auto Mobile, Amravati Rd",+91 77750 64444,Indian restaurant,"https://www.google.com/maps/place/The+Nirvana+Multi+Cuisine+Restaurant/@21.152581,79.0199827,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c043796ab78f:0x3ace5afe5657a323!8m2!3d21.152581!4d79.0199827!16s%2Fg%2F1trswg41?hl=en",21.152581,79.0199827,Yes,Yes,992,CASH AND UPI
82,Domino's Pizza,4.1,1335,"Shop No. 23, 24, 27, 28, 29, Ground, Poonam Chambers",+91 1800 208 1234,Pizza restaurant,"https://www.google.com/maps/place/Domino's+Pizza/@21.17135,79.079453,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c11c49ffecc1:0xc48f53ad0a94c643!8m2!3d21.17135!4d79.079453!16s%2Fg%2F1hm4g_kpd?hl=en",21.17135,79.079453,Yes,Yes,910,ALL
83,Shri Chau Maau Fast Food Center,3.5,1254,"5436+PC2, Shahid chowk",+91 93723 23231,Fast food restaurant,"https://www.google.com/maps/place/Shri+Chau+Maau+Fast+Food+Center/@21.1542598,79.1110159,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c73340000001:0x7268261d6109100f!8m2!3d21.1542598!4d79.1110159!16s%2Fg%2F11gdz1lfsz?hl=en",21.1542598,79.1110159,Yes,Yes,563,CASH AND UPI
84,"RSVP NAGPUR(Restro-bar,Rooftop & Rooms)",3.9,1230,"Plot No. 5, T Point, Hingna Rd",+91 77289 90665,Hotel,"https://www.google.com/maps/place/RSVP+NAGPUR(Restro-bar,Rooftop+%26+Rooms)/@21.1219173,79.0328722,17z/data=!3m1!4b1!4m9!3m8!1s0x3bd4c15c5998c7f5:0xbee6824ee99a8dfd!5m2!4m1!1i2!8m2!3d21.1219173!4d79.0328722!16s%2Fg%2F11lh3hg_xs?hl=en",21.1219173,79.0328722,No,Yes,967,CASH AND UPI
85,Taj Matka Roti,4,1218,"shop no.8, 62, Central Bazar Road",+91 80558 64584,Restaurant,"https://www.google.com/maps/place/Taj+Matka+Roti/@21.1298465,79.0618234,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c118f70d89af:0x6079936de3eb186!8m2!3d21.1298465!4d79.0618234!16s%2Fg%2F11gvzd6ftd?hl=en",21.1298465,79.0618234,Yes,Yes,508,ALL
86,Calcutta Roll Biryani Centre,3.9,1207,"2, Anand Palace, 234, Nandanvan Main Rd",,Fast food restaurant,"https://www.google.com/maps/place/Calcutta+Roll+Biryani+Centre/@21.1344671,79.1196434,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c750172b9fb3:0x8a6384dd3ab26c86!8m2!3d21.1344671!4d79.1196434!16s%2Fg%2F11c5xvk16v?hl=en",21.1344671,79.1196434,Yes,Yes,806,CASH AND UPI
87,Ambience Garden Restaurant,3.9,1197,"Plot No. 9 10, Nityanand Housing Society, Amravati Rd, beside Maruti Seva Showrooom",+91 95031 37148,Restaurant,"https://www.google.com/maps/place/Ambience+Garden+Restaurant/@21.1527249,79.0197641,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4eb10c9ed5d89:0xc2ca73b07406da5b!8m2!3d21.1527249!4d79.0197641!16s%2Fg%2F11h045q9_p?hl=en",21.1527249,79.0197641,Yes,Yes,969,CASH AND UPI
88,Hotel Al Rahman.,4.2,1193,184,+91 78757 99786,Mughlai restaurant,"https://www.google.com/maps/place/Hotel+Al+Rahman./@21.1785225,79.1318024,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c6ddf2569ab7:0xdc811520d44e7891!8m2!3d21.1785225!4d79.1318024!16s%2Fg%2F11bwjqf3sc?hl=en",21.1785225,79.1318024,Yes,Yes,989,ALL
89,Manu's Missal Co.- Best Missal Pav In Nagpur,4.1,1192,"SQ, Shop No.1,Plot no.28,Ganesh Appartment,Ganesh Colony, near Pratap Nagar",+91 84840 75121,Restaurant,"https://www.google.com/maps/place/Manu's+Missal+Co.-+Best+Missal+Pav+In+Nagpur/@21.1134113,79.058013,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4bf7b1c91300f:0x5d1fb0385126c19f!8m2!3d21.1134113!4d79.058013!16s%2Fg%2F11hz03360c?hl=en",21.1134113,79.058013,Yes,Yes,675,ALL
90,House of Caffeine,3.9,1191,"Plot no 6 Shop no, 1Panna Appartment, Jaitala Rd",+91 96650 42738,Cafe,"https://www.google.com/maps/place/House+of+Caffeine/@21.1221255,79.0424099,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c07e27ad1897:0x82e9b970e02a88e2!8m2!3d21.1221255!4d79.0424099!16s%2Fg%2F11dxb9mh8h?hl=en",21.1221255,79.0424099,Yes,Yes,612,CASH AND UPI
91,Renu Restaurant & Mess,4.2,1187,"27, Ring Rd",+91 96239 48833,Vegetarian restaurant,"https://www.google.com/maps/place/Renu+Restaurant+%26+Mess/@21.1185483,79.0325037,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c0082d46a085:0x33b38635151299af!8m2!3d21.1185483!4d79.0325037!16s%2Fg%2F12647ptc1?hl=en",21.1185483,79.0325037,Yes,Yes,523,ALL
92,9 3/4 Central Perk Cafe,4.3,1167,"31, Ambazari Rd, opposite Lane of Dharampeth Science college",+91 77091 99531,Cafe,"https://www.google.com/maps/place/9+3%2F4+Central+Perk+Cafe/@21.1302264,79.0466529,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c1712f8db045:0x9a9126b5addb4a1c!8m2!3d21.1302264!4d79.0466529!16s%2Fg%2F11fmws2qtm?hl=en",21.1302264,79.0466529,Yes,Yes,576,ALL
93,Shree Shanti Bhavan Nagpur,4.1,1159,"Wardha Road, Panchsheel Chowk, Dhantoli, beside OK Hairdressers",+91 98500 08866,South Indian restaurant,"https://www.google.com/maps/place/Shree+Shanti+Bhavan+Nagpur/@21.1391529,79.0793552,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c093daf05825:0x9cf06638809c19b3!8m2!3d21.1391529!4d79.0793552!16s%2Fg%2F1tq4pkb6?hl=en",21.1391529,79.0793552,Yes,Yes,612,ALL
94,DASTARKHWAN RESTAURANT,4.5,1155,"Gorewada Rd, beside K.R.C lawn",+91 90961 69444,Restaurant,"https://www.google.com/maps/place/DASTARKHWAN+RESTAURANT/@21.1874071,79.0560222,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c1699103f785:0xb08ea399e380b3b4!8m2!3d21.1874071!4d79.0560222!16s%2Fg%2F11mvp9mrv2?hl=en",21.1874071,79.0560222,Yes,Yes,962,ALL
95,Gurpal Foods,3.9,1150,"Plot No 14, Kamptee Road, Opp Tirpude Hospital",+91 93725 96161,Punjabi restaurant,"https://www.google.com/maps/place/Gurpal+Foods/@21.1724472,79.1000483,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c12eaacb4d19:0x3bd4703697fd9272!8m2!3d21.1724472!4d79.1000483!16s%2Fg%2F11c1d83k53?hl=en",21.1724472,79.1000483,No,Yes,697,CASH AND UPI
96,Villa 167 Cafe,4.3,1146,"Plot No 167, Abhyankar Nagar Rd",+91 78208 83985,Cafe,"https://www.google.com/maps/place/Villa+167+Cafe/@21.1226156,79.057234,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c181befeec7b:0x73a2ef4547b6304f!8m2!3d21.1226156!4d79.057234!16s%2Fg%2F11fpsm5kvq?hl=en",21.1226156,79.057234,Yes,Yes,987,ALL
97,Villa 167 Cafe,4.3,1146,"plot no 167 , Villa, 167, Abhyankar Nagar Rd",+91 78208 83985,Cafe,"https://www.google.com/maps/place/Villa+167+Cafe/@21.1267214,79.0575023,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c181befeec7b:0x73a2ef4547b6304f!8m2!3d21.1267214!4d79.0575023!16s%2Fg%2F11fpsm5kvq?hl=en",21.1267214,79.0575023,Yes,Yes,945,ALL
98,Cafe Coffee Day,4,1141,"Shop no 9,10,11, VCA Stadium Complex, Rabindranath Tagore Rd, near liberty Cinema, opposite SECL Club",+91 1800 102 5093,Cafe,"https://www.google.com/maps/place/Cafe+Coffee+Day/@21.1570552,79.0771718,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c0e56abceac9:0x74f9e348ae0ab111!8m2!3d21.1570552!4d79.0771718!16s%2Fg%2F1ttq0kth?hl=en",21.1570552,79.0771718,Yes,Yes,906,ALL
99,Domino's Pizza,4.1,1133,"Shop No.4 , First Floor, AJ Tower, Plot No. 10 Koradi Road Of Mouza Zingabai Takli Layout Sant Dnyane shwar Co- Housing Society, Taluka",+91 1800 208 1234,Pizza restaurant,"https://www.google.com/maps/place/Domino's+Pizza/@21.2033826,79.077338,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c1abcd0f51a7:0xba77eb9716d25112!8m2!3d21.2033826!4d79.077338!16s%2Fg%2F11gkxcbv69?hl=en",21.2033826,79.077338,Yes,Yes,563,ALL
100,Sherubhai Biryani Center and Tandoori Chicken Fry,4.1,1112,"Plot No 13 Nilkanth Apartment, opp. NIT Garden",+91 97649 55784,Biryani restaurant,"https://www.google.com/maps/place/Sherubhai+Biryani+Center+and+Tandoori+Chicken+Fry/@21.1198823,79.113626,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4b955d1970e3b:0xe539466791939a78!8m2!3d21.1198823!4d79.113626!16s%2Fg%2F11fl5trzqq?hl=en",21.1198823,79.113626,Yes,Yes,876,ALL
101,Shreenath Pav Bhaji Hut,4,1108,"LGF 1 and 2 , Ganesh Chambers ,Opp Yeshwant Stadium , Mehadia Square",+91 98909 30444,Fast food restaurant,"https://www.google.com/maps/place/Shreenath+Pav+Bhaji+Hut/@21.1378654,79.0824675,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c096bc17b7e9:0x52ef41b36d75d694!8m2!3d21.1378654!4d79.0824675!16s%2Fg%2F1q641nwkv?hl=en",21.1378654,79.0824675,Yes,Yes,648,ALL
102,Hotel Shravan,4,1104,"Rani Jhansi Square, Fortune Mall",+91 712 252 4459,Hotel,"https://www.google.com/maps/place/Hotel+Shravan/@21.1410742,79.081062,17z/data=!3m1!4b1!4m9!3m8!1s0x3bc2c0804547e1b9:0x7bcc35545bad0d7f!5m2!4m1!1i2!8m2!3d21.1410742!4d79.081062!16s%2Fg%2F1tdsh6vw?hl=en",21.1410742,79.081062,Yes,Yes,604,ALL
103,Bhau Cha Dhakka,3.8,1102,"9A, Jaitala Rd",+91 98505 83364,Family restaurant,"https://www.google.com/maps/place/Bhau+Cha+Dhakka/@21.1083907,79.0183252,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd49556321dc47f:0xe425f6a4a1ef45be!8m2!3d21.1083907!4d79.0183252!16s%2Fg%2F11g816zh0h?hl=en",21.1083907,79.0183252,Yes,Yes,801,CASH AND UPI
104,Panino | The Sandwich World,3.9,1082,"G-1 Ghanshyamlaxmi Apartment Cosmopolitan Society Road Near Railway Crossing Narendra Nagar Badil Kheda, square",+91 788 828 8881,Sandwich shop,"https://www.google.com/maps/place/Panino+%7C+The+Sandwich+World/@21.0978217,79.0683323,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4bf736c737733:0x5e74e637009bc4a8!8m2!3d21.0978217!4d79.0683323!16s%2Fg%2F11bxf454zc?hl=en",21.0978217,79.0683323,No,Yes,695,CASH AND UPI
105,Sagar South Indian Restaurant,4.1,1070,"Block-8, Vijay Apartment",+91 98606 20196,South Indian restaurant,"https://www.google.com/maps/place/Sagar+South+Indian+Restaurant/@21.134956,79.078696,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c09057f69269:0x95643f707e447e22!8m2!3d21.134956!4d79.078696!16s%2Fg%2F1pztfz1zl?hl=en",21.134956,79.078696,Yes,Yes,869,ALL
106,Arabian Tandoor,4,1066,"6, Borgaon Rd",+91 96570 52597,Middle Eastern restaurant,"https://www.google.com/maps/place/Arabian+Tandoor/@21.1824172,79.0668198,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c1fe7de49057:0xee7d45a46f85db2!8m2!3d21.1824172!4d79.0668198!16s%2Fg%2F11h2kphxs3?hl=en",21.1824172,79.0668198,Yes,Yes,793,ALL
107,Café Coffee Day,4.1,1065,"Adisun Square Near VNIT, Shraddhan Peth",+91 1800 102 5093,Cafe,"https://www.google.com/maps/place/Caf%C3%A9+Coffee+Day/@21.1283007,79.0577193,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c07b9dd5e28f:0xed80b7b06e222c6c!8m2!3d21.1283007!4d79.0577193!16s%2Fg%2F11bxdzry7r?hl=en",21.1283007,79.0577193,Yes,Yes,863,ALL
108,Cafe Coffee Day,4.1,1064,"Ring Rd, near Shri Radhe Mangalam Marriage Hall",+91 1800 102 5093,Cafe,"https://www.google.com/maps/place/Cafe+Coffee+Day/@21.1125862,79.0518238,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4bf8f4edde225:0x68eed04e6ffe52ea!8m2!3d21.1125862!4d79.0518238!16s%2Fg%2F113f3tkml?hl=en",21.1125862,79.0518238,Yes,Yes,750,ALL
109,Two Joes Gastro Bar,4.2,1052,81,+91 70586 48422,Restaurant,"https://www.google.com/maps/place/Two+Joes+Gastro+Bar/@21.126331,79.0581125,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c15f80954687:0x573be84b9ffbdfe7!8m2!3d21.126331!4d79.0581125!16s%2Fg%2F11rg0tr0gl?hl=en",21.126331,79.0581125,Yes,Yes,705,ALL
110,Shaam E Mehfil - Biryani Xpress,3.8,1048,"TDM, 1294/6, Perfect Housing Society, Mangalmurti Chowk, Outer Ring Rd",,Takeout Restaurant,"https://www.google.com/maps/place/Shaam+E+Mehfil+-+Biryani+Xpress/@21.1180814,79.0343393,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4bf7d318c8fbf:0xe8d400932bb48650!8m2!3d21.1180814!4d79.0343393!16s%2Fg%2F11grq71tm0?hl=en",21.1180814,79.0343393,No,Yes,713,CASH AND UPI
111,Subway,4,1047,"G-40 poonam chambers, chindwada road, Chhaoni Rd",+91 712 660 0666,Fast food restaurant,"https://www.google.com/maps/place/Subway/@21.1714272,79.0792861,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c0e56a7d6e8f:0x2ef99c789fb44c9e!8m2!3d21.1714272!4d79.0792861!16s%2Fg%2F1tlbh0c8?hl=en",21.1714272,79.0792861,Yes,Yes,745,ALL
112,Babbu Plaza,3.7,1047,"Shop.No.G6, Anjuman Complex, Chindwada Road, Sadar",+91 93703 21070,Indian restaurant,"https://www.google.com/maps/place/Babbu+Plaza/@21.1639698,79.0797645,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c0e3b76d53df:0xc842a313456be048!8m2!3d21.1639698!4d79.0797645!16s%2Fg%2F1thf70cd?hl=en",21.1639698,79.0797645,No,Yes,791,CASH AND UPI
113,Panino : The Sandwich World,4,1037,"Opposite Poonam Mall, Wardhaman Nagar, near Big Bazaar",+91 788 828 8884,Sandwich shop,"https://www.google.com/maps/place/Panino+:+The+Sandwich+World/@21.1466395,79.1354029,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c76b457ce151:0xaefadfda06ba249f!8m2!3d21.1466395!4d79.1354029!16s%2Fg%2F124t3rn94?hl=en",21.1466395,79.1354029,Yes,Yes,652,ALL
114,The Arvikar's Food Corner,4.1,1026,Plot # 53 Madhuban Layout,+91 74474 44125,Marathi restaurant,"https://www.google.com/maps/place/The+Arvikar's+Food+Corner/@21.0966221,79.0753007,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4bf0d511241a5:0xa50c89c617c26a3!8m2!3d21.0966221!4d79.0753007!16s%2Fg%2F1q69q179v?hl=en",21.0966221,79.0753007,Yes,Yes,812,ALL
115,Panino | The Sandwich World,3.9,1026,"Kalpana Building, 60-C, Central Bazar Road, opp. Ramdaspeth",,Restaurant,"https://www.google.com/maps/place/Panino+%7C+The+Sandwich+World/@21.1335568,79.073926,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c08f96e8bd33:0xe4b162dbdf061cab!8m2!3d21.1335568!4d79.073926!16s%2Fg%2F11bxdkvfzy?hl=en",21.1335568,79.073926,Yes,Yes,808,CASH AND UPI
116,Rajput's Restaurant,3.7,1022,"54C2+555, Dr Ambedkar Road, Kamal Chowk, Itwar",+91 98230 97501,Restaurant,"https://www.google.com/maps/place/Rajput's+Restaurant/@21.1703871,79.1004696,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c1283a5f4d3f:0xb55c68930a4b9958!8m2!3d21.1703871!4d79.1004696!16s%2Fg%2F1262_84wk?hl=en",21.1703871,79.1004696,Yes,Yes,738,CASH AND UPI
117,Gulshan Plaza Biryani Restaurant,3.9,1010,"Humpyard Rd, beside Hotel Hardeo",+91 712 324 9951,Mughlai restaurant,"https://www.google.com/maps/place/Gulshan+Plaza+Biryani+Restaurant/@21.1411702,79.0857948,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c09597ebc80d:0x9b5f9408a5f5f364!8m2!3d21.1411702!4d79.0857948!16s%2Fg%2F11bbrgfgms?hl=en",21.1411702,79.0857948,No,Yes,952,CASH AND UPI
118,Pizza Hut,4.1,991,"SN F1 & F2, 1st Flr, Eternity Mall",+91 86556 16008,Pizza restaurant,"https://www.google.com/maps/place/Pizza+Hut/@21.1432884,79.0804437,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c092db7d1089:0x20c18b35444e36d7!8m2!3d21.1432884!4d79.0804437!16s%2Fg%2F11c3288tlv?hl=en",21.1432884,79.0804437,Yes,Yes,553,ALL
119,The Heritage Restaurant and Banquet,3.6,977,"The Heritage Restaurant"" Plot No 18, Manewada Rd",+91 93738 99933,Indian restaurant,"https://www.google.com/maps/place/The+Heritage+Restaurant+and+Banquet/@21.1053688,79.1003256,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4bf4f3a7f6b83:0xd2b4376ecf364255!8m2!3d21.1053688!4d79.1003256!16s%2Fg%2F11f53mn8g2?hl=en",21.1053688,79.1003256,No,Yes,723,CASH AND UPI
